id,user_id,comment_id,note_id,parent_comment_id,label,content,category
27,U_43425,C_690356,P_54790,C_690356,1,怎么反制，再加关税就换条腿跪下么,daily
28,U_149926,C_205786,P_54790,C_205786,1,这老头就会加关税[哪吒使坏],daily
29,U_201876,C_652059,P_54790,C_652059,1,欧盟就只会嘴炮，笑掉大牙,daily
30,U_52171,C_128716,P_54790,C_128716,1,当一个无赖摆明了要欺负你的时候，你越唯唯诺诺，他越上头,daily
31,U_250639,C_287711,P_54790,C_287711,1,老美不是啥好东西 欧盟也不逞多让,daily
32,U_208695,C_781902,P_54790,C_781902,4,现在世界到底谁说了算,daily
33,U_159799,C_378124,P_54790,C_378124,4,“拟”，看行动吧,daily
34,U_52945,C_596997,P_54790,C_596997,4,4月10号到现在，有什么行动呢，与阿三一样，打打嘴炮，上个热搜，浪费公共资源！,daily
35,U_172696,C_452512,P_54790,C_452512,4,狗咬狗又开始了,daily
36,U_183800,C_139381,P_54790,C_139381,4,要硬了？不会的，不吃药欧盟硬不起来的。,daily
37,U_206909,C_371106,P_54790,C_371106,4,欧盟呀，不要不坚定的反制,daily
38,U_129792,C_630584,P_54790,C_630584,3,欧盟加油，我看好你呦,daily
39,U_80949,C_551938,P_54790,C_551938,1,都不是好东西，各怀鬼胎,daily
40,U_248171,C_512804,P_54790,C_512804,4,欧盟开始抄作业了,daily
41,U_176210,C_259462,P_54790,C_259462,4,欧盟只剩一张嘴巴了,daily
42,U_118007,C_449811,P_54790,C_449811,4,过几天又变了。,daily
43,U_66582,C_139559,P_54790,C_139559,4,👅🐶太多立场不坚定,daily
44,U_202509,C_216374,P_54790,C_216374,4,欧盟不制裁美国，我们也制裁欧盟，让他挺起下骨头,daily
45,U_99590,C_266209,P_54790,C_266209,4,欧萌：神州行，我也行,daily
46,U_109835,C_542688,P_54790,C_542688,4,拉倒吧 别丢人了,daily
47,U_84903,C_200773,P_54790,C_200773,1,欧洲无非是跪着唱征服还是站着唱征服，这次，欧洲老爷们终于决定硬气一把，要站着把歌唱,daily
48,U_175476,C_813656,P_54790,C_813656,1,世界不要把美惯坏了，美不要把欧和全世界都强霸欺凌了。反抗反冲锋的号角已吹响，国际勇敢者请站起来共唱新时代国际歌并行动起来。,daily
49,U_222496,C_623140,P_54790,C_623140,4,听说过强烈反对的，第一次听说强烈遗憾,daily
50,U_152078,C_500296,P_54790,C_500296,4,膝盖那么软我不信,daily
51,U_129355,C_154449,P_54790,C_154449,4,@时风渐影: 欧盟站又站不直，跪又跪不利索,daily
52,U_218699,C_183766,P_54790,C_183766,4,拟，再拟，以后就没有了。,daily
53,U_131809,C_533326,P_54790,C_533326,4,欧公子浑身上下除了嘴硬之外，都是软的，特别是膝盖。。。,daily
54,U_129035,C_532705,P_70388,C_532705,4,白宫大法院投资组合：我们就是要乱中取胜,daily
55,U_149499,C_271061,P_70388,C_271061,4,每天读新闻有啥意思？你直接说股市涨还是跌,daily
56,U_148802,C_328572,P_70388,C_328572,3,世界越乱，对中国的机会就越多，好呀，乱中取胜。,daily
57,U_59025,C_498807,P_15012,C_498807,4,佛州对黄金影响有多大？,daily
58,U_59025,C_194630,P_15012,C_194630,4,佛州黄金货币化,daily
59,U_136367,C_361912,P_15012,C_361912,4,佛罗里达州官已经签署法令，金银将成为该州法定货币。,daily
60,U_166507,C_793741,P_15012,C_793741,4,宋先生的特别视野，从事实证明自己的学术判断，点赞👍辛苦你啦,daily
61,U_138646,C_559302,P_15012,C_559302,4,不大国债就不蹦了么？,daily
62,U_165741,C_582676,P_15012,C_582676,4,只是缓得了一时，还是要继续坍塌,daily
63,U_60396,C_55466,P_15012,C_55466,4,黄金会继续涨吗？,daily
64,U_41394,C_25818,P_15012,C_25818,4,宋水平到底行不行,daily
65,U_189728,C_437229,P_15012,C_437229,4,全世界都等着哩！期待你的结论成真。,daily
66,U_9807,C_105465,P_15012,C_105465,4,三级接力，逐次坍塌！,daily
67,U_202566,C_617432,P_25990,C_617432,4,@沈逸 美国国际贸易法院裁定：特朗普征收关税越权！这不仅动摇了贸易战根基，更触发美国宪政危机的序幕。总统、法院、国会的三角权斗，才刚刚开始。,daily
68,U_22676,C_321214,P_25990,C_321214,4,巡回法院又给驳回来了，让他们继续打,daily
69,U_125465,C_174293,P_25990,C_174293,4,第三方观察者，包姐,daily
70,U_206330,C_284292,P_25990,C_284292,4,白宫赢不了法院，不然以后总统动不动以妨碍总统外交政策为由，为所欲为。,daily
71,U_233666,C_528504,P_25990,C_528504,4,“枪杆子里面出政权”,daily
72,U_16068,C_733520,P_25990,C_733520,4,狗咬狗，踢皮球，慢慢玩吧,daily
73,U_45934,C_303913,P_25990,C_303913,4,我期待的美国国内极限拉扯，终于开始了。,daily
74,U_118744,C_256058,P_25990,C_256058,4,寄予厚望，最后一句饱含深意啊。,daily
75,U_96881,C_165812,P_25990,C_165812,4,这是传说中的左右手互搏之术吗,daily
76,U_138646,C_449022,P_25990,C_449022,4,川普斗争到底！,daily
77,U_147071,C_579836,P_25990,C_579836,4,川普：怎么你不服气？,daily
78,U_57636,C_217876,P_25990,C_217876,4,打起来打起来，牢🕰️乐子人就想看牢美反对牢美,daily
79,U_211560,C_316116,P_10565,C_316116,4,闪现一下，证明我还.活着?,daily
80,U_149124,C_750890,P_10565,C_750890,4,涨的少了，再涨多点就进。,daily
81,U_205549,C_668830,P_10565,C_668830,4,我829还挂着呢,daily
82,U_193630,C_655208,P_10565,C_655208,4,没涨，还是768,daily
83,U_158169,C_91781,P_10565,C_91781,4,又开始资本运作了,daily
84,U_92120,C_62898,P_10565,C_62898,4,八百我就出了，再不贪心了,daily
85,U_118509,C_79456,P_10565,C_79456,4,端午节日，国内停盘不交易……,daily
86,U_89770,C_627518,P_10565,C_627518,4,明天大A又惨了,daily
87,U_39180,C_569185,P_10565,C_569185,3,黄金即将迎来新一轮的暴涨,daily
88,U_215269,C_220959,P_10565,C_220959,3,涨涨涨，一直涨,daily
89,U_19696,C_49646,P_10565,C_49646,2,啥时候能掉到600,daily
90,U_39651,C_727421,P_25725,C_727421,4,要注意喔，在美国，钢铁使用行业的就业人数是钢铁生产行业的几十倍。,daily
91,U_161895,C_841732,P_25725,C_841732,4,就这么翻手为云覆手为雨，别说外国了，美国企业能适应吗 ！？,daily
92,U_195956,C_229347,P_25725,C_229347,4,这些人应该分不清关税和税收的意思,daily
93,U_44633,C_260865,P_25725,C_260865,4,懂王看来真的被TACO伤到了，谁又能想到北美太阳居然被一块饼贴脸成功输出,daily
94,U_246861,C_234974,P_25725,C_234974,4,老特永远在选举状态,daily
95,U_39263,C_342435,P_25725,C_342435,4,本以为有这样总统真是美国的福气，现在看，最大的福气是有这样的美国人民！,daily
96,U_134487,C_377062,P_25725,C_377062,4,加钢铁关税，利好的是美国钢铁产业的企业和工人，现场如果是这些人的代表，开心鼓掌也是合情合理的，但关税保护的是美国的落后产能，抬高了钢铁的价格，利空的是下游的企业和终端消费者，大头吃亏小头得利。,daily
97,U_188685,C_216572,P_25725,C_216572,4,读过书的人，都知道 然数字越大越牛逼,daily
98,U_135073,C_288729,P_25725,C_288729,4,嘿就完了，反正就是赢,daily
99,U_167632,C_25678,P_25725,C_25678,4,川宝一直以来就是这么随意，只是这次直说了,daily
100,U_233732,C_511181,P_25725,C_511181,4,小泉进次郎附体,daily
101,U_128738,C_532552,P_25725,C_532552,4,特朗普为啥精力充沛，因为他一周打两次高尔夫球。玩一次这东西，一次走15000步，多巴胺血清素等等分泌旺盛。心情好。估计这个瓜遇到难受就去打球，打完后睡个好觉，就有舔脸若无其事吹牛。这也是很多民营企业家对抗压力的一种方式。最后和吸毒一样，不去就抑郁难受，去了生龙活虎。,daily
102,U_113118,C_191016,P_25725,C_191016,4,数学还可以，知道5＞4,daily
103,U_104231,C_51494,P_25725,C_51494,3,川普是天下宠粉第一人,daily
104,U_197574,C_717329,P_25725,C_717329,4,川子，你是这个,daily
105,U_146921,C_402307,P_25725,C_402307,4,美国国内钢铁涨价，美国的汽车工业有福了。,daily
106,U_4190,C_607501,P_25725,C_607501,4,莫迪川普真是现代卧龙凤雏,daily
107,U_150856,C_656958,P_25725,C_656958,3,美国人民喜迎物价上涨,daily
108,U_44868,C_484337,P_25725,C_484337,4,美国总统这个位置真是狗都能当,daily
109,U_69230,C_423625,P_25725,C_423625,4,乌合之众，如实写照,daily
110,U_38406,C_828568,P_25725,C_828568,4,川普进次郎：有一个数字浮现在我脑海中 他就是50%！,daily
111,U_107069,C_555285,P_25725,C_555285,1,估计所有的美国工业头部企业都在骂娘,daily
112,U_76472,C_215833,P_25725,C_215833,4,鼓掌的人是真有一份工作，没有关税工厂就要倒闭，这是全体美国人自作自受。,daily
113,U_45032,C_479882,P_25725,C_479882,4,取决于最后跟他说话的人,daily
114,U_61630,C_434450,P_25725,C_434450,4,关税这东西这么好，怎么不加到999%,daily
115,U_129805,C_343624,P_3497,C_343624,4,不豁免只会疼了他自己，敢不么？,daily
116,U_94488,C_508366,P_3497,C_508366,4,完了银行又要大涨了。,daily
117,U_176702,C_512214,P_3497,C_512214,4,工商科技 建设科技 农业科技 交通科技 招商科技主升浪,daily
118,U_107282,C_712498,P_3497,C_712498,4,纸老虎，不足挂齿,daily
119,U_166269,C_136577,P_3497,C_136577,4,双赢才是最好的，不要再装了，失业率这么高，我们需要合作,daily
120,U_90028,C_116902,P_3497,C_116902,4,你退半步的动作认真的吗,daily
121,U_141527,C_169072,P_3497,C_169072,4,这才是美国嘛,daily
122,U_36182,C_196504,P_3497,C_196504,4,#美延长对中国301条款关税的部分豁免# 节后开盘要大涨？,daily
123,U_48531,C_427192,P_3497,C_427192,4,#美延长对中国301条款关税的部分豁免# 不是很强的么，怎么还延长豁免了呢，到头来美国搬起石头砸自己的脚,daily
124,U_222994,C_767162,P_3497,C_767162,4,愿所有看到的人，都能每日专念南无阿弥陀佛，诸恶莫作众善奉行，往生极乐世界！人身难得，众生皆有佛性，人人都能成佛！要好好念南无阿弥陀佛啊！,daily
125,U_221235,C_752148,P_3497,C_752148,4,索然无味，何必呢！,daily
126,U_201229,C_748514,P_3497,C_748514,4,3个月后又3个月，3年后又3年，快10年了老大,daily
127,U_142169,C_158905,P_3497,C_158905,4,#美延长对中国301条款关税的部分豁免#,daily
128,U_117912,C_280579,P_3497,C_280579,4,豁免期限原定于2025年5月31日到期，现已延长至2025年8月31日。,daily
129,U_35869,C_174476,P_3497,C_174476,4,随便你咯，奉陪到底。,daily
130,U_31411,C_294695,P_3497,C_294695,4,【#美延长对中国301条款关税的部分豁免#】美国贸易代表办公室6月1日宣布，延长对中国在技术转让、知识产权和创新方面的行为、政策及做法的301调查中的豁免期限。豁免期限原定于2025年5月31日到期，现已延长至2025年8月31日。中国新闻网的微博视频 网页链接,daily
131,U_215326,C_614480,P_3497,C_614480,4,当我们说利好银行，无青看得懂吗？,daily
132,U_201230,C_644667,P_3497,C_644667,4,纸老虎啊纸老虎,daily
133,U_216959,C_827811,P_3497,C_827811,4,#美延长对中国301条款关税的部分豁免# 他们这是有选择性的，对他们好的，他们就放松；对别人好的，就加强。,daily
134,U_188698,C_411604,P_3497,C_411604,3,下周开盘看涨就完事了，首当其中肯定是黑色领涨,daily
135,U_212606,C_827636,P_3497,C_827636,4,【#美延长对中国301条款关税的部分豁免#】美国贸易代表办公室6月1日宣布，延长对中国在技术转让、知识产权和创新方面的行为、政策及做法的301调查中的豁免期限。豁免期限原定于2025年5月31日到期，现已延长至2025年8月31日。中国新闻网的微博视频 网页链接,daily
136,U_166705,C_811311,P_3497,C_811311,4,#美延长对中国301条款关税的部分豁免# 大漂亮这是三个月都不想喘息？继续干财经,daily
137,U_105403,C_169267,P_3497,C_169267,4,#美延长对中国301条款关税的部分豁免#  美国贸易代表办公室6月1日宣布，延长对中国在技术转让、知识产权和创新方面的行为、政策及做法的301调查中的豁免期限。,daily
138,U_3726,C_527149,P_3497,C_527149,4,银行升 万物落,daily
139,U_126779,C_139787,P_3497,C_139787,4,甲方的主动权又发威了@请输入昵称中英文,daily
140,U_150346,C_527893,P_3497,C_527893,4,#美延长对中国301条款关税的部分豁免# 嘴上很硬气，身体很诚实啊,daily
141,U_118744,C_804982,P_3497,C_804982,4,Q3季度。#美延长对中国301条款关税的部分豁免#,daily
142,U_150194,C_512892,P_3497,C_512892,4,到期后直接豁免吧,daily
143,U_148133,C_547180,P_3497,C_547180,4,有种别延长呀。,daily
144,U_201321,C_25400,P_3497,C_25400,4,原谅我读不懂这个新闻，现在到底是豁免着还是没豁免,daily
145,U_252792,C_376426,P_3497,C_376426,4,利好中国股市，后天又是一片绿,daily
146,U_81316,C_373594,P_3497,C_373594,4,还是喜欢你桀骜不驯的样子,daily
147,U_117357,C_473252,P_3497,C_473252,4,两个月后再审……,daily
148,U_105771,C_291349,P_3497,C_291349,4,来了来了  他果然有开始折腾了,daily
149,U_219903,C_286850,P_3497,C_286850,4,我们需要吗？,daily
150,U_26444,C_561450,P_3497,C_561450,4,表面上看似是对中美贸易关系的一种缓和，但实际上更多是基于自身利益的考量。一方面，美国部分企业依赖从中国进口的特定产品，豁免延长有助于缓解其成本压力，保障供应链稳定；另一方面，这一举措也反映了美国在贸易政策上的灵活性，试图在中美经贸关系中寻找新的平衡点。就是治标不治本的坏办法,daily
151,U_128663,C_98339,P_3497,C_98339,4,说好的桀骜不驯呢？,daily
152,U_240982,C_189967,P_3497,C_189967,1,川普感觉自己被骗了。老中并没有放松稀土出口的打算老中怎么这么坏啊,daily
153,U_31819,C_118060,P_3497,C_118060,4,美国在过家家呢？,daily
154,U_227837,C_207255,P_3497,C_207255,4,川普贸易政策向来多变，今天豁免，明天说不定又有新花样。咱们还是得加快产业升级，降低对单一市场的依赖。,daily
155,U_58295,C_798618,P_3497,C_798618,4,关税这事情，估计就这样扯皮了#美延长对中国301条款关税的部分豁免# 不能够很好的满足川的愿望。他是否会用其他招数呢？什么时候用呢？今年是一定要用的吧，明年川要准备选举了。六月，七月，八月，必定要用才可以，这一招用晚了就不当时了。美元已经非常危险了。1944年到今天美元兑黄金贬了快99%了，...全文,daily
156,U_127234,C_93107,P_3497,C_93107,4,//@恰恰就是_:这才是美国嘛//@梧桐聽雨zero: 纸老虎，不足挂齿//@帝吧官微:#美延长对中国301条款关税的部分豁免# 不是很强的么，怎么还延长豁免了呢，到头来美国搬起石头砸自己的脚//@花观马走121:完了银行又要大涨了。//@冰镇甜酒酿:不豁免只会疼了他自己，敢不么？,daily
157,U_159065,C_455298,P_3497,C_455298,1,嚣张跋扈说他就美国人，想制裁谁就制裁谁，终有一天会被揍的很惨,daily
158,U_204369,C_240409,P_3497,C_240409,1,直接向中国投降吧,daily
159,U_81189,C_207702,P_3497,C_207702,4,利空继续延期，跟随主力满仓银行，今年翻倍指日可待,daily
160,U_171901,C_183641,P_3497,C_183641,4,这样不算朝令夕改吗？政策延续性差，就是在双方经贸来往。,daily
161,U_238176,C_524021,P_3497,C_524021,4,美狗对中国关税延长多久其实就是中国对它自己延长多久,daily
162,U_213355,C_533991,P_3497,C_533991,1,看看他们豁免的项目，头上写着大大的几个字：把你们的矿产和各类技术都转让过来吧，这样我们就能事后过河拆桥了。,daily
163,U_53392,C_94507,P_3497,C_94507,1,还有比美国更虚伪的国家吗？,daily
164,U_128582,C_338343,P_3497,C_338343,4,害我就问你敢不敢放开,daily
165,U_141538,C_311462,P_3497,C_311462,1,又是大棒加胡萝卜，来回就耍这一套，真是：一招鲜，吃遍天。,daily
166,U_175845,C_607779,P_3497,C_607779,1,对我们全方位打压，又假惺惺塌点糖，我们好糊弄吗？,daily
167,U_72470,C_174658,P_48253,C_174658,4,至今，好像还没有一个国家同美国签了协议吧,daily
168,U_233732,C_29196,P_48253,C_29196,1,无法达成协议还有个屁的最终协议内容，那叫霸凌。,daily
169,U_227430,C_613774,P_48253,C_613774,4,猜猜这次给企鹅加多少,daily
170,U_75018,C_413595,P_48253,C_413595,4,最终解释权在川普，真好啊,daily
171,U_101323,C_483792,P_48253,C_483792,3,对，没错，要坚持关税越高就是赢哦😯,daily
172,U_124058,C_545927,P_48253,C_545927,4,特朗普:我说一个数，60%,daily
173,U_173340,C_564617,P_48253,C_564617,1,这哥们完全就是个混子,daily
174,U_161572,C_444436,P_4407,C_444436,1,“关税也是一种税”？这么不MAGA的言论！我怀疑你不忠诚！,daily
175,U_185899,C_38690,P_4407,C_38690,4,莱维特的竞争者来了,daily
176,U_106725,C_615344,P_4407,C_615344,4,我以为他和懂王是死对头呢,daily
177,U_59472,C_28781,P_4407,C_28781,3,谁也说不过懂王，我喜欢关税,daily
178,U_79836,C_418312,P_4407,C_418312,4,兰德眼睛周围白圈像特朗普！PS：女主持人非常有气质,daily
179,U_250801,C_280512,P_69045,C_280512,4,小长假后市场平稳，关税扰动减弱，3500点回调或为中长线布局良机。,daily
180,U_110594,C_97946,P_69045,C_97946,3,四方精创牛逼，阿超牛逼,daily
181,U_36988,C_100177,P_28747,C_100177,4,拒绝x国霸凌……,daily
182,U_107377,C_93768,P_65019,C_93768,4,把ing去掉，你说的对,daily
183,U_33320,C_569419,P_51943,C_569419,4,明朝怎么完的，就是收不上税,daily
184,U_223564,C_542787,P_51943,C_542787,4,这个世界是发展不一致的，不平等的，关系也不是完全一致的，关税虽然是经济手段但也有更大的政治工具作用，所以不能自废武功,daily
185,U_65044,C_292641,P_74945,C_292641,3,十年，十年后世界舞台的主角真的要变了！,daily
186,U_245461,C_443430,P_74945,C_443430,4,纽约时报之前不是说早在2010年他们就意识到对中国稀土依赖带来的“风险”了么，现在十几年过去了，鹰酱：明明说好是十年，可十年之后又十年，十年之后又十年……,daily
187,U_50501,C_770246,P_74945,C_770246,4,十年后，谁卡谁脖子也不清楚了！,daily
188,U_166658,C_770427,P_74945,C_770427,3,艰苦奋斗，自力更生，哪个国家都一样,daily
189,U_225566,C_160816,P_74945,C_160816,5,十年？高估美国人了，20年后行不行，稀土领域我们有400多项专利,daily
190,U_172344,C_69401,P_74945,C_69401,4,当初稀土管制日本的时候也要10多年来，今天来看摆脱管制的困扰了吗，没有,daily
191,U_93788,C_169624,P_74945,C_169624,4,十年？美媒太高估它自己了。10再乘以个五六七八都不见得够,daily
192,U_254058,C_132848,P_28949,C_132848,4,嗨嗨嗨，世界那么大，还怕找不到卖牛肉的？美国有啥吃的是别国不产的么,daily
193,U_25162,C_511064,P_28949,C_511064,4,单就牛肉来说，好像以前也没有看到过美国牛肉在卖，只见过巴西、土澳、日本的,daily
194,U_160765,C_83597,P_28949,C_83597,4,我不信这个才50,daily
195,U_90163,C_182695,P_28949,C_182695,4,还有阿根廷和巴西呢,daily
196,U_89024,C_667001,P_28949,C_667001,3,比蒋某人的英语好多了,daily
197,U_157408,C_38428,P_28949,C_38428,4,靠 骗狗我想问一下 什么观感跟以前不一样了？,daily
198,U_133193,C_741422,P_28949,C_741422,1,老美一天天的 恨不得掐死自己,daily
199,U_225766,C_97211,P_28949,C_97211,3,这口语比哈佛蒋小姐强多了,daily
200,U_222275,C_114425,P_28949,C_114425,4,这戳肺管子的,daily
201,U_29986,C_804257,P_28949,C_804257,4,人均 牛肉消费量 还可以再涨一涨,daily
202,U_172548,C_450116,P_28949,C_450116,2,谁有那张捂嘴哭的图片，替我发一下,daily
203,U_54032,C_491143,P_28949,C_491143,4,中国是贸易顺差，影响的是出口。进口本来就没啥影响，美国农产品也不是必须的。,daily
204,U_171104,C_28042,P_28949,C_28042,4,你去问一下做外贸的呢,daily
205,U_234405,C_578377,P_28949,C_578377,4,比澳洲本地便宜可就有点太了,daily
206,U_157140,C_107927,P_28949,C_107927,4,世界那么大，卖牛肉的应该很多吧， 但便宜的稀土和便宜的义乌小商品仅此一家,daily
207,U_225525,C_595906,P_28949,C_595906,4,牛肉的话，之前好像一般是巴西、阿根廷、澳洲，美国牛肉……真没注意过,daily
208,U_245680,C_231601,P_28949,C_231601,3,哈哈哈哈哈哈好,daily
209,U_118155,C_437277,P_28949,C_437277,4,为什么这位姐姐口音有点印度味,daily
210,U_104586,C_69068,P_28949,C_69068,4,吃烤肉的话我建议油脂多一点等级高一点，M6-7 比较合适就是39.9贵了点等会员88折买一点喂家里的小🐶,daily
211,U_104586,C_350452,P_28949,C_350452,4,澳洲M4的价格了解下盒马会员日再88折 而且是盒马这种包即刻配送的小资超市,daily
212,U_89940,C_728022,P_28949,C_728022,4,她口语都比那个蒋雨融好多了,daily
213,U_96500,C_523316,P_28949,C_523316,4,原视频出处？,daily
214,U_40611,C_686516,P_28949,C_686516,4,嘲讽度拉满了，哈哈哈,daily
215,U_80559,C_55001,P_28949,C_55001,4,上次看到个视频阿根廷本地牛腩卖46元一斤，卖到中国的牛腩超市卖不到30块钱,daily
216,U_64286,C_167409,P_28949,C_167409,4,骗🐶被夺舍了,daily
217,U_97180,C_268275,P_28949,C_268275,4,进口牛肉 炒菜不好吃…,daily
218,U_230485,C_502066,P_28949,C_502066,4,正是因为卖不出去所以国内要涨价,daily
219,U_156527,C_273975,P_28949,C_273975,3,哈哈哈哈哈好mean好喜欢,daily
220,U_182200,C_484930,P_28949,C_484930,4,这口语说的流畅性，比哈佛哪个好多了。,daily
221,U_255778,C_306855,P_28949,C_306855,4,这估计英语说得和母语一样,daily
222,U_22434,C_488393,P_28949,C_488393,4,口语比哈佛蒋小姐好,daily
223,U_52712,C_325879,P_28949,C_325879,4,供应商预期销售额一个亿，国内5000万，国外5000万，现在国外卖不了，国内需求又不可能翻倍，那要实现一个亿的销售额，就只能国内涨价了，国外降了多少，国内就得涨多少，国外卖不掉， 国内再便宜，那不得亏姥姥家去了，这就太不资本主义了，而美国，是最虔诚的原教旨资本主义信徒啊！,daily
224,U_190481,C_221654,P_64149,C_221654,4,以前基本是公派优等生，现在是很多国内高考连个二本都难上的通过多种途径花钱去上，太水了。,daily
225,U_140617,C_362229,P_64149,C_362229,4,国外的文科留学生真的一言难尽，接触过一些，大多是高中就出去的，没有一个不被洗脑，只是程度不同。,daily
226,U_105809,C_24676,P_64149,C_24676,4,这是民主党培养的小柴静,daily
227,U_212782,C_589913,P_64149,C_589913,4,家里小孩在读高中，现在我是知道读国际高中的基本上都是家里有钱但成绩不好的。,daily
228,U_99598,C_562138,P_64149,C_562138,4,原来的认知中，大部分留学英美澳的中国学生都只是去镀金、蹭个水硕学历回来的，对毕业于常春藤等名校的学生还留有好感，认为只有常春藤名校的才有真才实学。但自从有了4+4、转学、推荐等等渠道的不断曝光，那些国外名校的留学生也是充满了水分,daily
229,U_222271,C_601759,P_64149,C_601759,4,去国外学文科,daily
230,U_63463,C_462937,P_64149,C_462937,4,还好，您是刹着车着说的,daily
231,U_25768,C_118945,P_64149,C_118945,4,哈哈哈，老胡为代表，负值,daily
232,U_145025,C_162732,P_64149,C_162732,1,这帮殖畜内外勾结，做了太多损害国人的事了。,daily
233,U_255566,C_704174,P_64149,C_704174,4,所以美国人喜欢人文社科的过去。,daily
234,U_69531,C_316863,P_64149,C_316863,4,结合这个事情，孩子外出留学，不管是到哪个国家，太小的时候，人生观价值观还没有形成，最容易被洗脑，绝对不能送过去留学。轻则是废物，重则是间谍。还有国内的中考分流也要进行改革，初中的孩子啥都不知道，那么早分高中和职高，部分职业高中管理混乱，抽烟，喝酒，逃课,daily
235,U_181843,C_760651,P_64149,C_760651,4,本来想着露脸的，结果把屁股露出来了,daily
236,U_147470,C_210913,P_64149,C_210913,4,学好数理化走遍全天下,daily
237,U_171879,C_486489,P_64149,C_486489,4,老胡一站台，黑白立现,daily
238,U_22509,C_94606,P_64149,C_94606,4,文科留学生，确实水。,daily
239,U_243868,C_355735,P_64149,C_355735,1,这种货色一般都是殖人二代，ngo组织代言人，白左指定的读稿机。,daily
240,U_13721,C_707137,P_64149,C_707137,4,这些初高中就出去的，如果没有监护人跟着，吸笑气、滥交、飞叶子的不在少数吧,daily
241,U_122810,C_598180,P_64149,C_598180,4,这届网友不好忽悠了,daily
242,U_220993,C_419058,P_64149,C_419058,4,世界变了，江湖也变天了…,daily
243,U_66515,C_347395,P_64149,C_347395,4,大家关心是否 卖锅背景,daily
244,U_142544,C_752704,P_64149,C_221654,4,最大的问题，优等生的文科留学生，除了不回来的，回中国对中国发展也没有什么贡献。,daily
245,U_110626,C_143792,P_64149,C_143792,4,但斌就是在美国上了一个什么学院，然后嘴就歪了，屁股也歪了。,daily
246,U_89661,C_17691,P_64149,C_17691,1,湖边说的狗屁不是@胡锡进,daily
